CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HX322979,06/28/2014 07:56:00 PM2014.06.28 at 19:56,034XX W FLOURNOY ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,1133,24,04B,1153727,1896864,41.87283,-87.71107
HX323000,06/28/2014 08:40:00 PM2014.06.28 at 20:40,054XX W BLOOMINGDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,2532,37,08B,1139729,1911472,41.913185,-87.7621
HX323009,06/28/2014 08:33:00 PM2014.06.28 at 20:33,042XX W AUGUSTA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1111,37,08B,1147967,1906291,41.89881,-87.73197
HX323013,06/28/2014 08:28:00 PM2014.06.28 at 20:28,006XX W ARMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1813,43,08B,1171544,1913504,41.918118,-87.645164
HX323023,06/28/2014 07:00:00 PM2014.06.28 at 19:00,024XX E 78TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,421,7,04B,1193626,1853678,41.75344,-87.565994
HX323025,06/28/2014 08:57:00 PM2014.06.28 at 20:57,019XX N KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),N,Y,2534,30,14,1148699,1912631,41.916195,-87.72912
HX323029,06/28/2014 09:15:00 PM2014.06.28 at 21:15,067XX N CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,2432,49,08B,0,0,0.0,0.0
HX323041,06/28/2014 09:40:00 PM2014.06.28 at 21:40,020XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,132,2,08B,1177567,1890686,41.85537,-87.623726
HX323047,06/28/2014 08:20:00 PM2014.06.28 at 20:20,067XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,332,5,08B,1188986,1860666,41.772728,-87.58278
HX323050,06/28/2014 09:20:00 PM2014.06.28 at 21:20,063XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2433,49,08B,1168521,1942082,41.996605,-87.65543
HX323051,06/28/2014 07:00:00 PM2014.06.28 at 19:00,047XX N KEYSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1722,39,08B,1148586,1931061,41.96677,-87.72906
HX323056,06/28/2014 02:00:00 AM2014.06.28 at 02:00,087XX S BURLEY AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,424,7,08A,1199142,1847801,41.737175,-87.54598
HX323068,06/28/2014 09:10:00 PM2014.06.28 at 21:10,016XX W 95TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),Y,Y,2213,21,08B,1166938,1841664,41.721085,-87.66414
HX323069,06/28/2014 09:30:00 PM2014.06.28 at 21:30,013XX W 110TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,Y,Y,2234,34,26,1169400,1831450,41.693,-87.65542
HX323074,06/28/2014 09:50:00 PM2014.06.28 at 21:50,030XX N NATCHEZ AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2511,36,08B,1132505,1919764,41.936066,-87.78845
HX323075,06/28/2014 10:05:00 PM2014.06.28 at 22:05,027XX S ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1032,22,08B,1153445,1885277,41.84104,-87.71241
HX323085,06/28/2014 10:00:00 PM2014.06.28 at 22:00,061XX N MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2413,50,08B,0,0,0.0,0.0
HX323086,06/28/2014 07:00:00 PM2014.06.28 at 19:00,060XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,712,16,14,1171634,1864775,41.7844,-87.64626
HX323088,06/28/2014 10:00:00 PM2014.06.28 at 22:00,033XX W HOLLYWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1711,39,08B,1153296,1937644,41.984745,-87.71156
HX323092,06/28/2014 10:00:00 PM2014.06.28 at 22:00,020XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,132,2,08B,1177567,1890686,41.85537,-87.623726
HX323098,06/28/2014 10:20:00 PM2014.06.28 at 22:20,085XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,622,21,08B,1173505,1848132,41.73869,-87.63989
HX323100,06/28/2014 09:45:00 PM2014.06.28 at 21:45,070XX S PRINCETON AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,N,Y,731,6,20,1175561,1857915,41.765488,-87.63207
HX323115,06/28/2014 10:00:00 PM2014.06.28 at 22:00,004XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,1122,27,08B,1150022,1902592,41.888622,-87.72452
HX323121,06/28/2014 10:15:00 PM2014.06.28 at 22:15,010XX W PRATT BLVD,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,2432,49,08A,1167682,1945305,42.005466,-87.65843
HX323122,06/28/2014 10:20:00 PM2014.06.28 at 22:20,043XX S WALLACE ST,0560,ASSAULT,SIMPLE,STREET,N,Y,925,11,08A,1172949,1876340,41.81611,-87.6411
HX323161,06/28/2014 10:45:00 PM2014.06.28 at 22:45,042XX W 25TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,N,Y,1013,22,14,1148467,1887087,41.846104,-87.73063
HX323167,06/28/2014 11:20:00 PM2014.06.28 at 23:20,007XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,N,Y,123,2,08B,1177348,1897024,41.87277,-87.62434
HX323173,06/28/2014 10:00:00 PM2014.06.28 at 22:00,030XX N NATCHEZ AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2511,36,08B,1132505,1919764,41.936066,-87.78845
HX323181,06/28/2014 11:40:00 PM2014.06.28 at 23:40,057XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,712,16,08B,1170008,1866539,41.789276,-87.652176
HX323189,06/28/2014 11:30:00 PM2014.06.28 at 23:30,077XX S SANGAMON ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,N,Y,621,17,04A,1171356,1853529,41.753548,-87.64761
HX323192,06/28/2014 11:30:00 PM2014.06.28 at 23:30,022XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,331,5,08B,1192376,1859027,41.768147,-87.570404
HX323195,06/28/2014 11:29:00 PM2014.06.28 at 23:29,028XX E 106TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,431,10,08B,1196912,1835281,41.702877,-87.554565
HX323200,06/28/2014 11:30:00 AM2014.06.28 at 11:30,081XX S CHAPPEL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,Y,Y,414,8,08A,1191314,1851403,41.747253,-87.57454
HX323206,06/29/2014 12:05:00 AM2014.06.29 at 00:05,015XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,N,Y,713,16,08B,1166647,1868071,41.793552,-87.66445
HX323208,06/29/2014 12:05:00 AM2014.06.29 at 00:05,038XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,213,3,08B,1177787,1879623,41.82501,-87.62325
HX323218,06/28/2014 11:55:00 PM2014.06.28 at 23:55,059XX S NORMAL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,711,20,08B,1173933,1865726,41.78696,-87.63781
HX323224,06/29/2014 12:28:00 AM2014.06.29 at 00:28,048XX W WABANSIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2533,37,08B,1143805,1910825,41.911335,-87.74715
HX323226,06/28/2014 09:00:00 PM2014.06.28 at 21:00,013XX W 82ND ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,613,21,26,1168721,1850427,41.74509,-87.65736
HX323235,06/29/2014 12:05:00 AM2014.06.29 at 00:05,096XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2223,21,08B,1173628,1840973,41.71904,-87.639656
HX323241,06/28/2014 05:00:00 PM2014.06.28 at 17:00,024XX W 35TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,911,12,02,1160482,1881357,41.830143,-87.68669
HX323253,06/29/2014 12:47:00 AM2014.06.29 at 00:47,028XX W 21ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1023,12,08B,1157645,1889631,41.852905,-87.69688
HX323263,06/29/2014 01:15:00 AM2014.06.29 at 01:15,059XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,824,16,08B,1160103,1864977,41.785202,-87.68854
HX323265,06/29/2014 12:45:00 AM2014.06.29 at 00:45,036XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,213,3,14,1176852,1880845,41.828384,-87.62665
HX323272,06/29/2014 01:25:00 AM2014.06.29 at 01:25,060XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,714,15,08B,1165011,1864710,41.784367,-87.67055
HX323276,06/29/2014 01:30:00 AM2014.06.29 at 01:30,076XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,421,7,08B,1193817,1854797,41.756504,-87.56526
HX323285,06/29/2014 01:50:00 AM2014.06.29 at 01:50,043XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1624,45,08B,1142061,1928133,41.958862,-87.75312
HX323289,06/29/2014 01:35:00 AM2014.06.29 at 01:35,034XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,913,11,08B,1169909,1882299,41.832527,-87.65208
HX323297,06/29/2014 01:50:00 AM2014.06.29 at 01:50,036XX W ROSCOE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1732,35,08B,1151754,1922409,41.942966,-87.717636
HX323312,06/29/2014 01:30:00 AM2014.06.29 at 01:30,101XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,511,9,08B,1176034,1837795,41.710266,-87.630936
HX323324,06/29/2014 02:00:00 AM2014.06.29 at 02:00,069XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,322,6,08B,1180411,1858934,41.768177,-87.614265
HX323325,06/29/2014 02:25:00 AM2014.06.29 at 02:25,036XX W SHAKESPEARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2525,26,08B,1151612,1914002,41.919903,-87.718376
HX323326,06/29/2014 01:57:00 AM2014.06.29 at 01:57,044XX S TALMAN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,Y,Y,922,12,04B,1159406,1874994,41.812702,-87.69082
HX323331,06/29/2014 02:00:00 AM2014.06.29 at 02:00,051XX S LOTUS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,814,23,14,1140944,1869787,41.79877,-87.75867
HX323332,06/29/2014 02:40:00 AM2014.06.29 at 02:40,079XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,612,21,08B,1168005,1852145,41.74982,-87.65993
HX323336,06/29/2014 02:35:00 AM2014.06.29 at 02:35,033XX E 106TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,432,10,08B,1200224,1835229,41.70265,-87.54244
HX323341,06/29/2014 02:30:00 AM2014.06.29 at 02:30,077XX S YATES BLVD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,421,7,26,1193587,1853874,41.75398,-87.56613
HX323362,06/29/2014 03:05:00 AM2014.06.29 at 03:05,052XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1522,29,14,1141401,1898788,41.878345,-87.75627
HX323363,06/29/2014 03:15:00 AM2014.06.29 at 03:15,074XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,334,7,08B,1195751,1856713,41.761715,-87.558105
HX323365,06/29/2014 02:30:00 AM2014.06.29 at 02:30,004XX W EVERGREEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,1821,27,14,1173241,1909246,41.9064,-87.63905
HX323378,06/29/2014 02:30:00 AM2014.06.29 at 02:30,062XX W BERTEAU AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,1624,38,08A,1133817,1927219,41.9565,-87.783455
HX323379,06/29/2014 03:43:00 AM2014.06.29 at 03:43,039XX N NEWCASTLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1632,38,08B,1130064,1925408,41.9516,-87.79729
HX323385,06/29/2014 03:10:00 AM2014.06.29 at 03:10,052XX S BISHOP ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,Y,Y,934,16,04B,1167511,1870139,41.79921,-87.661224
HX323395,06/29/2014 03:30:00 AM2014.06.29 at 03:30,080XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,411,8,08B,1185645,1852091,41.749275,-87.59529
HX323398,06/29/2014 03:56:00 AM2014.06.29 at 03:56,057XX W RACE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,1512,29,14,1138124,1903084,41.890194,-87.7682
HX323410,06/29/2014 04:04:00 AM2014.06.29 at 04:04,032XX N SACRAMENTO AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,Y,Y,1733,33,26,1155777,1921241,41.939682,-87.70288
HX323411,06/29/2014 04:20:00 AM2014.06.29 at 04:20,070XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,321,6,08B,1182726,1858674,41.76741,-87.60578
HX323412,06/29/2014 04:15:00 AM2014.06.29 at 04:15,027XX S KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1031,22,08B,1147542,1885475,41.841698,-87.73406
HX323414,06/29/2014 04:15:00 AM2014.06.29 at 04:15,021XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,Y,2515,37,08B,1141334,1913631,41.91908,-87.75615
HX323421,06/29/2014 04:39:00 AM2014.06.29 at 04:39,013XX W 107TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2234,34,08B,1169113,1833513,41.69867,-87.65641
HX323424,06/29/2014 04:34:00 AM2014.06.29 at 04:34,047XX N CENTRAL PARK AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,Y,Y,1723,33,08B,1151577,1931098,41.966816,-87.718056
HX323425,06/29/2014 04:30:00 AM2014.06.29 at 04:30,009XX E 100TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,511,8,08B,1184147,1837988,41.71061,-87.60122
HX323430,06/29/2014 04:58:00 AM2014.06.29 at 04:58,042XX W CRYSTAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,2534,37,08B,1147770,1908029,41.903587,-87.73265
HX323433,06/29/2014 05:15:00 AM2014.06.29 at 05:15,065XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,726,15,08B,1164122,1861006,41.77422,-87.67391
HX323435,06/29/2014 05:10:00 AM2014.06.29 at 05:10,060XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,823,16,08B,1156384,1864296,41.78341,-87.70219
HX323438,06/29/2014 05:15:00 AM2014.06.29 at 05:15,033XX W DOUGLAS BLVD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,1021,24,26,1154293,1893052,41.86236,-87.70909
HX323439,06/29/2014 05:41:00 AM2014.06.29 at 05:41,041XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1013,22,08B,1148914,1889011,41.851376,-87.72894
HX323442,06/29/2014 06:00:00 AM2014.06.29 at 06:00,101XX S WENTWORTH AVE,0820,THEFT,$500 AND UNDER,STREET,N,Y,511,9,06,1176772,1837656,41.70987,-87.62824
HX323444,06/29/2014 03:30:00 AM2014.06.29 at 03:30,036XX W OAKDALE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,Y,2523,30,26,1151578,1919331,41.934525,-87.71836
HX323464,06/29/2014 06:00:00 AM2014.06.29 at 06:00,038XX W FLOURNOY ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,1133,24,04B,1150893,1896795,41.872696,-87.72147
HX323473,06/29/2014 06:00:00 AM2014.06.29 at 06:00,049XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1533,24,08B,1143545,1897519,41.874825,-87.748436
HX323476,06/29/2014 06:40:00 AM2014.06.29 at 06:40,095XX S MERRION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,431,7,08B,1192617,1842024,41.721485,-87.570076
HX323477,06/29/2014 07:05:00 AM2014.06.29 at 07:05,012XX N LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2533,37,08B,1142848,1907715,41.902817,-87.75074
HX323478,06/29/2014 06:00:00 AM2014.06.29 at 06:00,082XX S ELIZABETH ST,0880,THEFT,PURSE-SNATCHING,APARTMENT,N,Y,613,21,06,1169384,1850155,41.74433,-87.65494
HX323481,06/29/2014 12:01:00 AM2014.06.29 at 00:01,050XX S DREXEL BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,222,4,08B,1183201,1871986,41.80393,-87.60363
HX323487,06/28/2014 11:00:00 PM2014.06.28 at 23:00,035XX S MICHIGAN AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,N,Y,213,3,02,1177729,1881769,41.8309,-87.623405
HX323501,06/29/2014 07:39:00 AM2014.06.29 at 07:39,021XX N TRIPP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,Y,2522,30,14,1147663,1913791,41.9194,-87.732895
HX323517,06/29/2014 08:19:00 AM2014.06.29 at 08:19,073XX S DAMEN AVE,0880,THEFT,PURSE-SNATCHING,ALLEY,N,Y,735,17,06,1164338,1855869,41.76012,-87.67326
HX323529,06/29/2014 08:20:00 AM2014.06.29 at 08:20,049XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,931,16,08B,1165888,1871827,41.803875,-87.66713
HX323533,06/29/2014 07:30:00 AM2014.06.29 at 07:30,120XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,524,34,08B,1168460,1825089,41.675568,-87.65904
HX323535,06/29/2014 07:55:00 AM2014.06.29 at 07:55,040XX S RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,921,14,08B,1157310,1877362,41.819244,-87.69844
HX323549,06/29/2014 08:45:00 AM2014.06.29 at 08:45,036XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,915,11,08B,1173189,1880682,41.82802,-87.64009
HX323564,06/29/2014 09:30:00 AM2014.06.29 at 09:30,132XX S BRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,433,10,08B,1199478,1817461,41.65391,-87.54576
HX323577,06/29/2014 09:55:00 AM2014.06.29 at 09:55,027XX N LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,2524,35,14,1151213,1917823,41.930393,-87.71974
HX323583,06/29/2014 08:35:00 AM2014.06.29 at 08:35,0000X W 119TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,N,Y,522,34,04B,1178013,1826096,41.67812,-87.62405
HX323587,06/28/2014 08:00:00 PM2014.06.28 at 20:00,077XX S SOUTH SHORE DR,0820,THEFT,$500 AND UNDER,STREET,N,Y,421,7,06,1197042,1854943,41.75683,-87.55344
HX323589,06/29/2014 08:00:00 AM2014.06.29 at 08:00,117XX S PRAIRIE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,532,9,26,1179979,1827192,41.68108,-87.61681
HX323594,06/29/2014 10:05:00 AM2014.06.29 at 10:05,033XX W DOUGLAS BLVD,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,1021,24,08A,1154159,1893294,41.863026,-87.70957
HX323603,06/29/2014 10:00:00 AM2014.06.29 at 10:00,064XX S ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,825,15,08B,1161110,1861790,41.776436,-87.68493
HX323643,06/28/2014 12:00:00 PM2014.06.28 at 12:00,034XX N PULASKI RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,1732,30,26,1149165,1922373,41.94292,-87.72715
HX323647,06/29/2014 10:30:00 AM2014.06.29 at 10:30,095XX S AVENUE M,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,432,10,06,1201491,1842176,41.72168,-87.53757
HX323654,06/29/2014 11:19:00 AM2014.06.29 at 11:19,050XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,923,14,08B,1161192,1870921,41.80149,-87.68438
HX323673,06/29/2014 11:00:00 AM2014.06.29 at 11:00,016XX W PRATT BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2432,49,08B,0,0,0.0,0.0
HX323680,06/29/2014 11:55:00 AM2014.06.29 at 11:55,080XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,422,7,08B,0,0,0.0,0.0
HX323691,06/29/2014 11:59:00 AM2014.06.29 at 11:59,078XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,414,7,08B,1193520,1853375,41.75261,-87.56639
HX323699,06/29/2014 12:00:00 PM2014.06.29 at 12:00,042XX W ARMITAGE AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,Y,2534,30,08A,1147471,1912902,41.91696,-87.73362
HX323706,06/29/2014 12:00:00 AM2014.06.29 at 00:00,013XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,N,Y,2535,26,08B,0,0,0.0,0.0
HX323711,06/29/2014 10:00:00 AM2014.06.29 at 10:00,080XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,623,6,08B,1178511,1851617,41.748142,-87.62145
HX323723,06/29/2014 12:26:00 PM2014.06.29 at 12:26,015XX W MORSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,2431,49,08B,1164844,1946195,42.00797,-87.668846
HX323734,06/29/2014 12:45:00 PM2014.06.29 at 12:45,014XX N HAMLIN AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,2535,30,08A,1150743,1909130,41.906548,-87.7217
HX323735,06/29/2014 01:00:00 AM2014.06.29 at 01:00,120XX S ASHLAND AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,Y,524,34,08B,1167893,1824560,41.674126,-87.66113
HX323746,06/29/2014 12:45:00 PM2014.06.29 at 12:45,025XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1033,12,08B,1155807,1887017,41.845768,-87.7037
HX323755,06/29/2014 03:00:00 AM2014.06.29 at 03:00,134XX S MACKINAW AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,433,10,26,1200392,1816578,41.651466,-87.54245
HX323759,06/29/2014 01:00:00 PM2014.06.29 at 13:00,002XX W 110TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,513,34,08B,1176471,1831951,41.69422,-87.62952
HX323762,06/29/2014 01:16:00 PM2014.06.29 at 13:16,073XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,334,7,08B,1195377,1857207,41.76308,-87.55946
HX323765,06/27/2014 08:00:00 PM2014.06.27 at 20:00,024XX S CENTRAL PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1013,22,26,1152726,1887261,41.8465,-87.715
HX323772,06/29/2014 01:10:00 PM2014.06.29 at 13:10,012XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1232,25,08B,1171760,1894499,41.865963,-87.64493
HX323773,06/29/2014 02:10:00 PM2014.06.29 at 14:10,080XX S MUSKEGON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,422,7,08B,0,0,0.0,0.0
HX323796,06/29/2014 01:20:00 PM2014.06.29 at 13:20,005XX E 33RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,211,4,08B,1180855,1882772,41.83358,-87.6119
HX323802,06/29/2014 10:00:00 AM2014.06.29 at 10:00,070XX S CORNELL AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,N,Y,332,5,20,1188605,1858767,41.767525,-87.584236
HX323804,06/29/2014 01:40:00 PM2014.06.29 at 13:40,087XX S EXCHANGE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,Y,Y,423,10,04B,1197243,1847529,41.736477,-87.55295
HX323816,06/29/2014 01:30:00 PM2014.06.29 at 13:30,078XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,621,17,14,1172623,1852789,41.751488,-87.64299
